	Date	Team	Team_ID	Conf	Conf_ID	G	MP	FG	FGA	FG%	2P	2PA	2P%	3P	3PA	3P%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	PTS/G	WL	WLC	Team.1	Team_ID.1	Conf.1	Conf_ID.1	G.1	MP.1	FG.1	FGA.1	FG%.1	2P.1	2PA.1	2P%.1	3P.1	3PA.1	3P%.1	FT.1	FTA.1	FT%.1	ORB.1	DRB.1	TRB.1	AST.1	STL.1	BLK.1	TOV.1	PF.1	PTS.1	PTS/G.1	WL.1	WLC.1	Score	Score.1
76	2016	seton-hall	1006	big-east	1	34.0	6825.0	892	1999	.446	686	1405	.488	206	594	.347	532	808	.658	438	917	1355	455	251	155	469	636	2522	74.2	.735	.667	villanova	1000	big-east	1	40.0	8025.0	1086	2247	.483	739	1288	.574	347	959	.362	599	766	.782	351	1034	1385	637	282	136	440	681	3118	78.0	.875	.889	69	67
77	2016	minnesota	1019	big-ten	2	31.0	6275.0	724	1785	.406	533	1169	.456	191	616	.310	469	662	.708	310	757	1067	379	170	112	354	565	2108	68.0	.258	.111	illinois	1017	big-ten	2	34.0	6975.0	861	1993	.432	584	1229	.475	277	764	.363	453	607	.746	258	817	1075	462	199	65	357	585	2452	72.1	.441	.278	52	85
78	2016	rutgers	1023	big-ten	2	32.0	6475.0	785	1878	.418	624	1375	.454	161	503	.320	435	640	.680	314	799	1113	377	195	113	443	562	2166	67.7	.219	.056	nebraska	1021	big-ten	2	34.0	6850.0	883	1976	.447	663	1342	.494	220	634	.347	470	644	.730	377	820	1197	397	250	112	401	656	2456	72.2	.471	.333	72	89
79	2016	illinois	1017	big-ten	2	34.0	6975.0	861	1993	.432	584	1229	.475	277	764	.363	453	607	.746	258	817	1075	462	199	65	357	585	2452	72.1	.441	.278	iowa	1013	big-ten	2	33.0	6650.0	906	2027	.447	637	1308	.487	269	719	.374	480	669	.717	392	865	1257	523	223	156	339	538	2561	77.6	.667	.667	68	66
80	2016	northwestern	1020	big-ten	2	32.0	6525.0	837	1859	.450	559	1083	.516	278	776	.358	352	528	.667	342	825	1167	527	124	121	331	605	2304	72.0	.625	.444	michigan	1018	big-ten	2	36.0	7225.0	947	2048	.462	605	1147	.527	342	901	.380	420	569	.738	290	862	1152	537	203	81	348	558	2656	73.8	.639	.556	70	72
81	2016	penn-state	1022	big-ten	2	32.0	6450.0	732	1799	.407	521	1134	.459	211	665	.317	432	621	.696	333	776	1109	322	166	141	361	644	2107	65.8	.500	.389	ohio-state	1015	big-ten	2	35.0	7100.0	876	1995	.439	657	1340	.490	219	655	.334	491	718	.684	379	954	1333	397	191	183	451	620	2462	70.3	.600	.611	75	79
82	2016	nebraska	1021	big-ten	2	34.0	6850.0	883	1976	.447	663	1342	.494	220	634	.347	470	644	.730	377	820	1197	397	250	112	401	656	2456	72.2	.471	.333	wisconsin	1010	big-ten	2	35.0	7050.0	816	1917	.426	587	1261	.466	229	656	.349	512	728	.703	398	830	1228	400	205	114	386	588	2373	67.8	.629	.667	70	58
83	2016	michigan	1018	big-ten	2	36.0	7225.0	947	2048	.462	605	1147	.527	342	901	.380	420	569	.738	290	862	1152	537	203	81	348	558	2656	73.8	.639	.556	indiana	1016	big-ten	2	35.0	7025.0	1021	2034	.502	676	1203	.562	345	831	.415	504	688	.733	414	874	1288	560	239	137	474	647	2891	82.6	.771	.833	72	69
84	2016	nebraska	1021	big-ten	2	34.0	6850.0	883	1976	.447	663	1342	.494	220	634	.347	470	644	.730	377	820	1197	397	250	112	401	656	2456	72.2	.471	.333	maryland	1011	big-ten	2	36.0	7225.0	943	1941	.486	676	1202	.562	267	739	.361	572	745	.768	319	969	1288	488	210	194	458	605	2725	75.7	.750	.667	86	97
85	2016	ohio-state	1015	big-ten	2	35.0	7100.0	876	1995	.439	657	1340	.490	219	655	.334	491	718	.684	379	954	1333	397	191	183	451	620	2462	70.3	.600	.611	michigan-state	1012	big-ten	2	35.0	7050.0	1009	2078	.486	688	1339	.514	321	739	.434	454	623	.729	415	1039	1454	719	156	177	406	671	2793	79.8	.829	.722	54	81
86	2016	illinois	1017	big-ten	2	34.0	6975.0	861	1993	.432	584	1229	.475	277	764	.363	453	607	.746	258	817	1075	462	199	65	357	585	2452	72.1	.441	.278	purdue	1014	big-ten	2	35.0	7075.0	960	2042	.470	692	1311	.528	268	731	.367	538	723	.744	400	1043	1443	615	147	165	419	607	2726	77.9	.743	.667	58	89
87	2016	maryland	1011	big-ten	2	36.0	7225.0	943	1941	.486	676	1202	.562	267	739	.361	572	745	.768	319	969	1288	488	210	194	458	605	2725	75.7	.750	.667	michigan-state	1012	big-ten	2	35.0	7050.0	1009	2078	.486	688	1339	.514	321	739	.434	454	623	.729	415	1039	1454	719	156	177	406	671	2793	79.8	.829	.722	61	64
88	2016	michigan	1018	big-ten	2	36.0	7225.0	947	2048	.462	605	1147	.527	342	901	.380	420	569	.738	290	862	1152	537	203	81	348	558	2656	73.8	.639	.556	purdue	1014	big-ten	2	35.0	7075.0	960	2042	.470	692	1311	.528	268	731	.367	538	723	.744	400	1043	1443	615	147	165	419	607	2726	77.9	.743	.667	59	76
89	2016	purdue	1014	big-ten	2	35.0	7075.0	960	2042	.470	692	1311	.528	268	731	.367	538	723	.744	400	1043	1443	615	147	165	419	607	2726	77.9	.743	.667	michigan-state	1012	big-ten	2	35.0	7050.0	1009	2078	.486	688	1339	.514	321	739	.434	454	623	.729	415	1039	1454	719	156	177	406	671	2793	79.8	.829	.722	62	66
90	2016	boston-college	1036	acc	3	32.0	6425.0	717	1752	.409	487	1044	.466	230	708	.325	295	453	.651	243	750	993	410	181	93	431	576	1959	61.2	.219	.000	florida-state	1034	acc	3	34.0	6825.0	948	2042	.464	728	1397	.521	220	645	.341	536	771	.695	389	868	1257	453	243	139	441	656	2652	78.0	.588	.444	66	88
91	2016	wake-forest	1035	acc	3	31.0	6250.0	793	1804	.440	598	1186	.504	195	618	.316	514	779	.660	377	809	1186	434	184	138	451	649	2295	74.0	.355	.111	north-carolina-state	1030	acc	3	33.0	6650.0	866	1999	.433	659	1404	.469	207	595	.348	543	777	.699	457	849	1306	383	149	141	366	558	2482	75.2	.485	.278	72	75
92	2016	georgia-tech	1037	acc	3	36.0	7225.0	965	2150	.449	752	1553	.484	213	597	.357	492	681	.722	469	929	1398	487	158	151	403	643	2637	73.3	.583	.444	clemson	1033	acc	3	31.0	6250.0	753	1725	.437	515	1047	.492	238	678	.351	415	574	.723	320	756	1076	411	179	162	315	511	2159	69.6	.548	.556	88	85
93	2016	north-carolina-state	1030	acc	3	33.0	6650.0	866	1999	.433	659	1404	.469	207	595	.348	543	777	.699	457	849	1306	383	149	141	366	558	2482	75.2	.485	.278	duke	1025	acc	3	36.0	7250.0	983	2136	.460	655	1285	.510	328	851	.385	626	866	.723	426	870	1296	478	226	154	354	603	2920	81.1	.694	.611	89	92
94	2016	syracuse	1031	acc	3	37.0	7475.0	884	2080	.425	569	1204	.473	315	876	.360	506	736	.688	445	874	1319	493	300	162	440	598	2589	70.0	.622	.500	pittsburgh	1032	acc	3	33.0	6650.0	878	1919	.458	674	1330	.507	204	589	.346	516	686	.752	417	840	1257	547	162	121	384	581	2476	75.0	.636	.500	71	72
95	2016	florida-state	1034	acc	3	34.0	6825.0	948	2042	.464	728	1397	.521	220	645	.341	536	771	.695	389	868	1257	453	243	139	441	656	2652	78.0	.588	.444	virginia-tech	1038	acc	3	35.0	7125.0	876	1953	.449	676	1378	.491	200	575	.348	672	964	.697	371	859	1230	426	188	125	447	673	2624	75.0	.571	.556	85	96
96	2016	virginia-tech	1038	acc	3	35.0	7125.0	876	1953	.449	676	1378	.491	200	575	.348	672	964	.697	371	859	1230	426	188	125	447	673	2624	75.0	.571	.556	miami-fl	1029	acc	3	35.0	7025.0	907	1895	.479	666	1252	.532	241	643	.375	578	772	.749	330	877	1207	438	215	127	383	581	2633	75.2	.771	.722	82	88
97	2016	pittsburgh	1032	acc	3	33.0	6650.0	878	1919	.458	674	1330	.507	204	589	.346	516	686	.752	417	840	1257	547	162	121	384	581	2476	75.0	.636	.500	north-carolina	1028	acc	3	40.0	8000.0	1235	2560	.482	1011	1875	.539	224	685	.327	617	826	.747	568	1056	1624	708	269	177	431	718	3311	82.8	.825	.778	71	88
98	2016	duke	1025	acc	3	36.0	7250.0	983	2136	.460	655	1285	.510	328	851	.385	626	866	.723	426	870	1296	478	226	154	354	603	2920	81.1	.694	.611	notre-dame	1026	acc	3	36.0	7225.0	972	2042	.476	710	1342	.529	262	700	.374	498	671	.742	381	884	1265	480	197	143	359	544	2704	75.1	.667	.611	79	84
99	2016	georgia-tech	1037	acc	3	36.0	7225.0	965	2150	.449	752	1553	.484	213	597	.357	492	681	.722	469	929	1398	487	158	151	403	643	2637	73.3	.583	.444	virginia	1024	acc	3	37.0	7425.0	964	1964	.491	740	1407	.526	224	557	.402	474	630	.752	323	866	1189	551	199	119	345	596	2626	71.0	.784	.722	52	72
100	2016	notre-dame	1026	acc	3	36.0	7225.0	972	2042	.476	710	1342	.529	262	700	.374	498	671	.742	381	884	1265	480	197	143	359	544	2704	75.1	.667	.611	north-carolina	1028	acc	3	40.0	8000.0	1235	2560	.482	1011	1875	.539	224	685	.327	617	826	.747	568	1056	1624	708	269	177	431	718	3311	82.8	.825	.778	47	78
101	2016	miami-fl	1029	acc	3	35.0	7025.0	907	1895	.479	666	1252	.532	241	643	.375	578	772	.749	330	877	1207	438	215	127	383	581	2633	75.2	.771	.722	virginia	1024	acc	3	37.0	7425.0	964	1964	.491	740	1407	.526	224	557	.402	474	630	.752	323	866	1189	551	199	119	345	596	2626	71.0	.784	.722	68	73
102	2016	virginia	1024	acc	3	37.0	7425.0	964	1964	.491	740	1407	.526	224	557	.402	474	630	.752	323	866	1189	551	199	119	345	596	2626	71.0	.784	.722	north-carolina	1028	acc	3	40.0	8000.0	1235	2560	.482	1011	1875	.539	224	685	.327	617	826	.747	568	1056	1624	708	269	177	431	718	3311	82.8	.825	.778	57	61
103	2016	auburn	1051	sec	4	31.0	6225.0	724	1820	.398	452	1021	.443	272	799	.340	472	746	.633	346	788	1134	352	166	126	428	658	2192	70.7	.355	.278	tennessee	1048	sec	4	34.0	6800.0	890	2116	.421	639	1349	.474	251	767	.327	523	721	.725	428	864	1292	459	180	156	380	662	2554	75.1	.441	.333	59	97
104	2016	arkansas	1040	sec	4	32.0	6525.0	883	1992	.443	667	1448	.461	216	544	.397	519	748	.694	374	813	1187	518	233	165	357	687	2501	78.2	.500	.500	florida	1047	sec	4	36.0	7225.0	930	2186	.425	672	1376	.488	258	810	.319	559	863	.648	470	966	1436	480	235	152	405	700	2677	74.4	.583	.500	61	68
105	2016	mississippi-state	1050	sec	4	31.0	6225.0	850	1862	.456	625	1188	.526	225	674	.334	398	549	.725	325	771	1096	431	202	132	393	596	2323	74.9	.452	.389	georgia	1042	sec	4	34.0	6850.0	799	1892	.422	579	1294	.447	220	598	.368	583	823	.708	394	925	1319	424	164	174	448	703	2401	70.6	.588	.556	69	79
106	2016	alabama	1046	sec	4	33.0	6650.0	738	1750	.422	479	987	.485	259	763	.339	458	712	.643	327	814	1141	347	192	175	438	631	2193	66.5	.545	.444	mississippi	1044	sec	4	32.0	6450.0	796	1916	.415	544	1170	.465	252	746	.338	561	791	.709	424	806	1230	412	242	100	386	635	2405	75.2	.625	.556	81	73
107	2016	tennessee	1048	sec	4	34.0	6800.0	890	2116	.421	639	1349	.474	251	767	.327	523	721	.725	428	864	1292	459	180	156	380	662	2554	75.1	.441	.333	vanderbilt	1045	sec	4	33.0	6650.0	857	1879	.456	584	1165	.501	273	714	.382	519	747	.695	313	960	1273	487	139	182	386	632	2506	75.9	.576	.611	67	65
108	2016	alabama	1046	sec	4	33.0	6650.0	738	1750	.422	479	987	.485	259	763	.339	458	712	.643	327	814	1141	347	192	175	438	631	2193	66.5	.545	.444	kentucky	1039	sec	4	36.0	7275.0	1028	2149	.478	784	1483	.529	244	666	.366	561	813	.690	451	944	1395	512	206	207	389	735	2861	79.5	.750	.722	59	85
109	2016	tennessee	1048	sec	4	34.0	6800.0	890	2116	.421	639	1349	.474	251	767	.327	523	721	.725	428	864	1292	459	180	156	380	662	2554	75.1	.441	.333	louisiana-state	1041	sec	4	33.0	6650.0	915	1990	.460	712	1370	.520	203	620	.327	569	856	.665	368	863	1231	507	263	90	394	609	2602	78.8	.576	.611	75	84
110	2016	georgia	1042	sec	4	34.0	6850.0	799	1892	.422	579	1294	.447	220	598	.368	583	823	.708	394	925	1319	424	164	174	448	703	2401	70.6	.588	.556	south-carolina	1049	sec	4	34.0	6850.0	882	2040	.432	666	1426	.467	216	614	.352	603	883	.683	472	900	1372	461	230	151	464	672	2583	76.0	.735	.611	65	64
111	2016	florida	1047	sec	4	36.0	7225.0	930	2186	.425	672	1376	.488	258	810	.319	559	863	.648	470	966	1436	480	235	152	405	700	2677	74.4	.583	.500	texas-am	1043	sec	4	37.0	7500.0	991	2208	.449	710	1384	.513	281	824	.341	565	841	.672	460	1001	1461	612	260	133	434	668	2828	76.4	.757	.722	66	72
112	2016	georgia	1042	sec	4	34.0	6850.0	799	1892	.422	579	1294	.447	220	598	.368	583	823	.708	394	925	1319	424	164	174	448	703	2401	70.6	.588	.556	kentucky	1039	sec	4	36.0	7275.0	1028	2149	.478	784	1483	.529	244	666	.366	561	813	.690	451	944	1395	512	206	207	389	735	2861	79.5	.750	.722	80	93
113	2016	louisiana-state	1041	sec	4	33.0	6650.0	915	1990	.460	712	1370	.520	203	620	.327	569	856	.665	368	863	1231	507	263	90	394	609	2602	78.8	.576	.611	texas-am	1043	sec	4	37.0	7500.0	991	2208	.449	710	1384	.513	281	824	.341	565	841	.672	460	1001	1461	612	260	133	434	668	2828	76.4	.757	.722	38	71
114	2016	kentucky	1039	sec	4	36.0	7275.0	1028	2149	.478	784	1483	.529	244	666	.366	561	813	.690	451	944	1395	512	206	207	389	735	2861	79.5	.750	.722	texas-am	1043	sec	4	37.0	7500.0	991	2208	.449	710	1384	.513	281	824	.341	565	841	.672	460	1001	1461	612	260	133	434	668	2828	76.4	.757	.722	82	77
115	2016	washington-state	1062	pac-12	5	31.0	6300.0	805	1760	.457	621	1230	.505	184	530	.347	393	551	.713	247	801	1048	419	155	134	440	615	2187	70.5	.290	.056	colorado	1061	pac-12	5	34.0	6850.0	865	2029	.426	613	1382	.444	252	647	.389	594	808	.735	446	988	1434	461	177	167	454	638	2576	75.8	.647	.556	56	80
116	2016	arizona-state	1058	pac-12	5	32.0	6450.0	796	1919	.415	542	1162	.466	254	757	.336	499	726	.687	394	783	1177	405	170	86	384	649	2345	73.3	.469	.278	oregon-state	1059	pac-12	5	32.0	6400.0	811	1843	.440	593	1256	.472	218	587	.371	461	687	.671	337	765	1102	432	236	106	361	642	2301	71.9	.594	.500	66	75
117	2016	ucla	1056	pac-12	5	32.0	6475.0	915	2016	.454	715	1465	.488	200	551	.363	450	651	.691	393	873	1266	502	175	110	392	595	2480	77.5	.469	.333	southern-california	1064	pac-12	5	34.0	6900.0	982	2138	.459	716	1450	.494	266	688	.387	507	750	.676	401	936	1337	504	215	181	415	590	2737	80.5	.618	.500	71	95
118	2016	stanford	1057	pac-12	5	30.0	6050.0	704	1653	.426	532	1115	.477	172	538	.320	508	742	.685	328	702	1030	350	203	94	355	600	2088	69.6	.500	.444	washington	1063	pac-12	5	34.0	6925.0	964	2264	.426	715	1512	.473	249	752	.331	676	932	.725	473	887	1360	488	258	222	470	813	2853	83.9	.559	.500	68	91
119	2016	colorado	1061	pac-12	5	34.0	6850.0	865	2029	.426	613	1382	.444	252	647	.389	594	808	.735	446	988	1434	461	177	167	454	638	2576	75.8	.647	.556	arizona	1053	pac-12	5	34.0	6950.0	946	1970	.480	725	1390	.522	221	580	.381	622	863	.721	394	974	1368	485	164	161	442	621	2735	80.4	.735	.667	78	82
120	2016	washington	1063	pac-12	5	34.0	6925.0	964	2264	.426	715	1512	.473	249	752	.331	676	932	.725	473	887	1360	488	258	222	470	813	2853	83.9	.559	.500	oregon	1055	pac-12	5	38.0	7625.0	1041	2230	.467	781	1472	.531	260	758	.343	648	906	.715	442	940	1382	517	275	221	431	675	2990	78.7	.816	.778	77	83
121	2016	oregon-state	1059	pac-12	5	32.0	6400.0	811	1843	.440	593	1256	.472	218	587	.371	461	687	.671	337	765	1102	432	236	106	361	642	2301	71.9	.594	.500	california	1060	pac-12	5	34.0	6875.0	890	1931	.461	654	1280	.511	236	651	.363	529	806	.656	386	963	1349	430	139	159	419	706	2545	74.9	.676	.667	68	76
122	2016	southern-california	1064	pac-12	5	34.0	6900.0	982	2138	.459	716	1450	.494	266	688	.387	507	750	.676	401	936	1337	504	215	181	415	590	2737	80.5	.618	.500	utah	1054	pac-12	5	36.0	7300.0	977	2000	.489	704	1254	.561	273	746	.366	551	764	.721	347	988	1335	557	199	149	451	549	2778	77.2	.750	.722	72	80
123	2016	arizona	1053	pac-12	5	34.0	6950.0	946	1970	.480	725	1390	.522	221	580	.381	622	863	.721	394	974	1368	485	164	161	442	621	2735	80.4	.735	.667	oregon	1055	pac-12	5	38.0	7625.0	1041	2230	.467	781	1472	.531	260	758	.343	648	906	.715	442	940	1382	517	275	221	431	675	2990	78.7	.816	.778	89	95
124	2016	california	1060	pac-12	5	34.0	6875.0	890	1931	.461	654	1280	.511	236	651	.363	529	806	.656	386	963	1349	430	139	159	419	706	2545	74.9	.676	.667	utah	1054	pac-12	5	36.0	7300.0	977	2000	.489	704	1254	.561	273	746	.366	551	764	.721	347	988	1335	557	199	149	451	549	2778	77.2	.750	.722	78	82
125	2016	utah	1054	pac-12	5	36.0	7300.0	977	2000	.489	704	1254	.561	273	746	.366	551	764	.721	347	988	1335	557	199	149	451	549	2778	77.2	.750	.722	oregon	1055	pac-12	5	38.0	7625.0	1041	2230	.467	781	1472	.531	260	758	.343	648	906	.715	442	940	1382	517	275	221	431	675	2990	78.7	.816	.778	57	88
126	2016	oklahoma-state	1071	big-12	6	32.0	6475.0	723	1709	.423	518	1084	.478	205	625	.328	477	654	.729	310	801	1111	389	179	132	402	636	2128	66.5	.375	.167	kansas-state	1072	big-12	6	33.0	6725.0	805	1876	.429	630	1293	.487	175	583	.300	549	798	.688	437	767	1204	458	249	91	460	659	2334	70.7	.515	.278	71	75
127	2016	texas-christian	1073	big-12	6	33.0	6600.0	734	1810	.406	547	1252	.437	187	558	.335	554	826	.671	355	756	1111	382	213	126	478	675	2209	66.9	.364	.111	texas-tech	1074	big-12	6	32.0	6475.0	785	1754	.448	600	1220	.492	185	534	.346	550	741	.742	326	760	1086	418	190	134	385	589	2305	72.0	.594	.500	67	62
128	2016	kansas-state	1072	big-12	6	33.0	6725.0	805	1876	.429	630	1293	.487	175	583	.300	549	798	.688	437	767	1204	458	249	91	460	659	2334	70.7	.515	.278	kansas	1065	big-12	6	38.0	7700.0	1092	2207	.495	788	1479	.533	304	728	.418	601	843	.713	402	1041	1443	604	253	158	478	719	3089	81.3	.868	.833	63	85
129	2016	iowa-state	1066	big-12	6	35.0	7075.0	1087	2159	.503	794	1401	.567	293	758	.387	395	563	.702	304	940	1244	577	218	142	398	542	2862	81.8	.657	.556	oklahoma	1067	big-12	6	37.0	7475.0	1018	2225	.458	636	1319	.482	382	906	.422	530	734	.722	407	1011	1418	537	247	188	484	630	2948	79.7	.784	.667	76	79
130	2016	baylor	1069	big-12	6	34.0	6875.0	933	2003	.466	723	1431	.505	210	572	.367	545	752	.725	467	800	1267	603	269	135	432	660	2621	77.1	.647	.556	texas	1070	big-12	6	33.0	6650.0	814	1884	.432	582	1203	.484	232	681	.341	495	743	.666	363	776	1139	377	167	144	341	688	2355	71.4	.606	.611	75	61
131	2016	texas-christian	1073	big-12	6	33.0	6600.0	734	1810	.406	547	1252	.437	187	558	.335	554	826	.671	355	756	1111	382	213	126	478	675	2209	66.9	.364	.111	west-virginia	1068	big-12	6	35.0	7050.0	943	2102	.449	734	1459	.503	209	643	.325	654	972	.673	558	822	1380	510	343	93	498	819	2749	78.5	.743	.722	66	86
132	2016	baylor	1069	big-12	6	34.0	6875.0	933	2003	.466	723	1431	.505	210	572	.367	545	752	.725	467	800	1267	603	269	135	432	660	2621	77.1	.647	.556	kansas	1065	big-12	6	38.0	7700.0	1092	2207	.495	788	1479	.533	304	728	.418	601	843	.713	402	1041	1443	604	253	158	478	719	3089	81.3	.868	.833	66	70
133	2016	oklahoma	1067	big-12	6	37.0	7475.0	1018	2225	.458	636	1319	.482	382	906	.422	530	734	.722	407	1011	1418	537	247	188	484	630	2948	79.7	.784	.667	west-virginia	1068	big-12	6	35.0	7050.0	943	2102	.449	734	1459	.503	209	643	.325	654	972	.673	558	822	1380	510	343	93	498	819	2749	78.5	.743	.722	67	69
134	2016	west-virginia	1068	big-12	6	35.0	7050.0	943	2102	.449	734	1459	.503	209	643	.325	654	972	.673	558	822	1380	510	343	93	498	819	2749	78.5	.743	.722	kansas	1065	big-12	6	38.0	7700.0	1092	2207	.495	788	1479	.533	304	728	.418	601	843	.713	402	1041	1443	604	253	158	478	719	3089	81.3	.868	.833	71	81
135	2017	georgetown	1002	big-east	1	32.0	6450.0	808	1752	.461	602	1162	.518	206	590	.349	547	746	.733	305	837	1142	480	175	147	454	672	2369	74.0	.438	.278	st-johns-ny	1004	big-east	1	33.0	6600.0	866	2000	.433	588	1237	.475	278	763	.364	524	724	.724	337	799	1136	446	224	197	433	688	2534	76.8	.424	.389	73	74
136	2017	depaul	1007	big-east	1	32.0	6425.0	775	1804	.430	591	1240	.477	184	564	.326	472	642	.735	339	718	1057	366	213	92	451	635	2206	68.9	.281	.111	xavier	1005	big-east	1	38.0	7625.0	981	2148	.457	714	1373	.520	267	775	.345	607	882	.688	451	965	1416	560	228	100	478	711	2836	74.6	.632	.500	64	75
137	2017	xavier	1005	big-east	1	38.0	7625.0	981	2148	.457	714	1373	.520	267	775	.345	607	882	.688	451	965	1416	560	228	100	478	711	2836	74.6	.632	.500	butler	1001	big-east	1	34.0	6850.0	906	1898	.477	645	1184	.545	261	714	.366	522	704	.741	287	804	1091	453	206	96	346	640	2595	76.3	.735	.667	62	57
138	2017	seton-hall	1006	big-east	1	33.0	6675.0	872	1949	.447	670	1351	.496	202	598	.338	471	733	.643	439	872	1311	405	228	82	449	613	2417	73.2	.636	.556	marquette	1009	big-east	1	32.0	6425.0	919	1888	.487	583	1105	.528	336	783	.429	457	585	.781	280	778	1058	525	231	115	396	620	2631	82.2	.594	.556	82	76
139	2017	creighton	1008	big-east	1	35.0	7000.0	1078	2137	.504	774	1371	.565	304	766	.397	404	592	.682	289	934	1223	598	213	102	435	582	2864	81.8	.714	.556	providence	1003	big-east	1	33.0	6625.0	804	1795	.448	565	1150	.491	239	645	.371	472	683	.691	294	807	1101	471	218	98	412	569	2319	70.3	.606	.556	70	58
140	2017	st-johns-ny	1004	big-east	1	33.0	6600.0	866	2000	.433	588	1237	.475	278	763	.364	524	724	.724	337	799	1136	446	224	197	433	688	2534	76.8	.424	.389	villanova	1000	big-east	1	36.0	7200.0	965	1948	.495	654	1105	.592	311	843	.369	538	681	.790	316	892	1208	505	259	109	402	515	2779	77.2	.889	.833	67	108
141	2017	xavier	1005	big-east	1	38.0	7625.0	981	2148	.457	714	1373	.520	267	775	.345	607	882	.688	451	965	1416	560	228	100	478	711	2836	74.6	.632	.500	creighton	1008	big-east	1	35.0	7000.0	1078	2137	.504	774	1371	.565	304	766	.397	404	592	.682	289	934	1223	598	213	102	435	582	2864	81.8	.714	.556	72	75
142	2017	seton-hall	1006	big-east	1	33.0	6675.0	872	1949	.447	670	1351	.496	202	598	.338	471	733	.643	439	872	1311	405	228	82	449	613	2417	73.2	.636	.556	villanova	1000	big-east	1	36.0	7200.0	965	1948	.495	654	1105	.592	311	843	.369	538	681	.790	316	892	1208	505	259	109	402	515	2779	77.2	.889	.833	53	55
143	2017	creighton	1008	big-east	1	35.0	7000.0	1078	2137	.504	774	1371	.565	304	766	.397	404	592	.682	289	934	1223	598	213	102	435	582	2864	81.8	.714	.556	villanova	1000	big-east	1	36.0	7200.0	965	1948	.495	654	1105	.592	311	843	.369	538	681	.790	316	892	1208	505	259	109	402	515	2779	77.2	.889	.833	60	74
144	2017	penn-state	1022	big-ten	2	33.0	6725.0	825	1989	.415	595	1310	.454	230	679	.339	487	654	.745	330	836	1166	449	224	184	430	596	2367	71.7	.455	.333	nebraska	1021	big-ten	2	31.0	6300.0	793	1906	.416	614	1346	.456	179	560	.320	403	568	.710	411	776	1187	354	211	116	411	577	2168	69.9	.387	.333	76	67
145	2017	rutgers	1023	big-ten	2	33.0	6625.0	809	1967	.411	657	1465	.448	152	502	.303	393	631	.623	480	839	1319	360	217	153	437	584	2163	65.5	.455	.167	ohio-state	1015	big-ten	2	32.0	6425.0	827	1786	.463	616	1194	.516	211	592	.356	464	680	.682	324	867	1191	434	166	121	423	562	2329	72.8	.531	.389	66	57
146	2017	indiana	1016	big-ten	2	34.0	6950.0	959	2004	.479	664	1228	.541	295	776	.380	498	683	.729	413	915	1328	488	209	157	517	682	2711	79.7	.529	.389	iowa	1013	big-ten	2	34.0	6975.0	964	2121	.455	664	1330	.499	300	791	.379	510	741	.688	408	898	1306	602	252	130	472	608	2738	80.5	.559	.556	95	73
147	2017	illinois	1017	big-ten	2	35.0	7025.0	898	2019	.445	628	1288	.488	270	731	.369	442	643	.687	342	875	1217	472	197	83	433	641	2508	71.7	.571	.444	michigan	1018	big-ten	2	38.0	7675.0	1002	2076	.483	641	1139	.563	361	937	.385	486	624	.779	280	831	1111	527	220	108	348	571	2851	75.0	.684	.556	55	75
148	2017	penn-state	1022	big-ten	2	33.0	6725.0	825	1989	.415	595	1310	.454	230	679	.339	487	654	.745	330	836	1166	449	224	184	430	596	2367	71.7	.455	.333	michigan-state	1012	big-ten	2	35.0	7025.0	905	1927	.470	632	1195	.529	273	732	.373	432	646	.669	328	947	1275	591	151	162	490	699	2515	71.9	.571	.556	51	78
149	2017	rutgers	1023	big-ten	2	33.0	6625.0	809	1967	.411	657	1465	.448	152	502	.303	393	631	.623	480	839	1319	360	217	153	437	584	2163	65.5	.455	.167	northwestern	1020	big-ten	2	36.0	7200.0	913	2094	.436	657	1347	.488	256	747	.343	476	637	.747	386	918	1304	540	190	175	383	691	2558	71.1	.667	.556	61	83
150	2017	northwestern	1020	big-ten	2	36.0	7200.0	913	2094	.436	657	1347	.488	256	747	.343	476	637	.747	386	918	1304	540	190	175	383	691	2558	71.1	.667	.556	maryland	1011	big-ten	2	33.0	6625.0	827	1840	.449	555	1083	.512	272	757	.359	512	732	.699	351	822	1173	472	180	154	426	613	2438	73.9	.727	.667	72	64
151	2017	michigan-state	1012	big-ten	2	35.0	7025.0	905	1927	.470	632	1195	.529	273	732	.373	432	646	.669	328	947	1275	591	151	162	490	699	2515	71.9	.571	.556	minnesota	1019	big-ten	2	34.0	6950.0	887	2037	.435	678	1427	.475	209	610	.343	573	806	.711	378	963	1341	507	194	227	393	577	2556	75.2	.706	.611	58	63
152	2017	michigan	1018	big-ten	2	38.0	7675.0	1002	2076	.483	641	1139	.563	361	937	.385	486	624	.779	280	831	1111	527	220	108	348	571	2851	75.0	.684	.556	purdue	1014	big-ten	2	35.0	7075.0	980	2044	.479	665	1262	.527	315	782	.403	515	680	.757	344	978	1322	640	181	87	455	552	2790	79.7	.771	.778	74	70
153	2017	indiana	1016	big-ten	2	34.0	6950.0	959	2004	.479	664	1228	.541	295	776	.380	498	683	.729	413	915	1328	488	209	157	517	682	2711	79.7	.529	.389	wisconsin	1010	big-ten	2	37.0	7500.0	971	2135	.455	688	1347	.511	283	788	.359	453	703	.644	460	917	1377	504	250	130	411	602	2678	72.4	.730	.667	60	70
